Name,Price,MRP,Disc_Per,Rating,Reviews,Discount_Price
Campus EMERGE Black Men's Sports Running Shoes,953.0,2299.0,0.59,4.4,27.0,1346.0
Campus LAM Light Grey Men's Sports Running Shoes,977.0,2399.0,0.59,4.4,350.0,1422.0
Campus BALLER Gray Men's Sports Running Shoes,836.0,1999.0,0.58,4.1,48.0,1163.0
Campus EUROPA Black  Men's Sports Running Shoes,751.0,1699.0,0.56,4.1,499.0,948.0
Campus MARVRICK Navy Blue Men's Sports Running Shoes,759.0,2499.0,0.7,4.5,120.0,1740.0
Campus PLUSH Navy Blue Men's Sports Running Shoes,751.0,2299.0,0.67,4.3,67.0,1548.0
GOLDSTAR Navy Running Shoes,468.0,999.0,0.53,4.1,100.0,531.0
Campus - HOOD Light Blue Men's Sports Running Shoes,1109.0,2599.0,0.57,4.4,369.0,1490.0
Campus SUMMIT Blue Men's Sports Running Shoes,894.0,2599.0,0.66,4.3,142.0,1705.0
Bersache Men running shoe  Light Blue Men's Sports Running Shoes,1018.0,4999.0,0.8,4.4,227.0,3981.0
Campus - FINE Blue Men's Sports Running Shoes,791.0,1699.0,0.53,4.2,25.0,908.0
ASIAN NAVIGATOR-01 Green Men's Sports Running Shoes,868.0,2499.0,0.65,4.4,277.0,1631.0
Campus REMO Black  Men's Sports Running Shoes,797.0,1699.0,0.53,4.4,209.0,902.0
Action Sports Running Shoes Black Men's Sports Running Shoes,1336.0,3799.0,0.65,4.5,29.0,2463.0
Campus CONOR Black Men's Sports Running Shoes,738.0,1999.0,0.63,4.6,39.0,1261.0
ASIAN SUPERSTAR-01 Black Men's Sports Running Shoes,1024.0,2549.0,0.6,4.3,525.0,1525.0
JQR GLOBAL White Men's Sports Running Shoes,899.0,1699.0,0.47,4.2,304.0,800.0
ASIAN MOONWALK-01 Navy Men's Sports Running Shoes,550.0,999.0,0.45,4.2,554.0,449.0
Campus Lifestyle Black Casual Shoes,1182.0,1999.0,0.41,4.1,457.0,817.0
ASIAN RAFTAAR-09 Blue Men's Sports Running Shoes,697.0,1999.0,0.65,4.3,298.0,1302.0
SCHOOZI Kizzer-45 Navy Men's Sports Running Shoes,607.0,3499.0,0.83,3.7,40.0,2892.0
Campus HURRICANE White  Men's Sports Running Shoes,827.0,1699.0,0.51,4.6,51.0,872.0
OZJI Gray Men's Sports Running Shoes,546.0,2299.0,0.76,3.8,45.0,1753.0
Campus SUMMIT Black Men's Sports Running Shoes,894.0,2599.0,0.66,4.3,142.0,1705.0
OFF LIMITS ROGER Cream Men's Sports Running Shoes,695.0,2499.0,0.72,4.2,378.0,1804.0
ASIAN BOSS-02 Olive Men's Sports Running Shoes,1024.0,1599.0,0.36,4.2,437.0,575.0
Campus RODEO PRO Blue Running Shoes,670.0,1299.0,0.48,4.3,226.0,629.0
Campus XAVEN Navy Men's Sports Running Shoes,766.0,1999.0,0.62,4.5,118.0,1233.0
Campus - AWAKE Blue Men's Sports Running Shoes,686.0,1499.0,0.54,4.5,144.0,813.0
VCTR Striker STR01 Off White Men's Sports Running Shoes,416.0,1499.0,0.72,4.1,10.0,1083.0
ASIAN TITAAN-01 Navy Men's Sports Running Shoes,732.0,2199.0,0.67,4.2,65.0,1467.0
Campus - HOOD Navy Men's Sports Running Shoes,894.0,2599.0,0.66,4.4,369.0,1705.0
ASIAN DOMINATOR-03 White Men's Sports Running Shoes,839.0,2499.0,0.66,4.2,1266.0,1660.0
Campus EVOK Grey Men's Sports Running Shoes,963.0,1699.0,0.43,4.1,820.0,736.0
ASIAN RAFTAAR-08 Light Grey Men's Sports Running Shoes,688.0,1999.0,0.66,4.2,49.0,1311.0
Bersache Men running shoe  Black Men's Sports Running Shoes,1018.0,4999.0,0.8,4.4,227.0,3981.0
ASIAN STORM-12 White Men's Sports Running Shoes,578.0,999.0,0.42,4.1,177.0,421.0
Campus PIVOT Light Grey Men's Sports Running Shoes,925.0,2499.0,0.63,4.4,353.0,1574.0
Action Sports Shoes For Men Navy Men's Sports Running Shoes,631.0,1899.0,0.67,4.2,4479.0,1268.0
Campus FLEX White Men's Sports Running Shoes,890.0,2299.0,0.61,4.4,113.0,1409.0
ASIAN Navy Men's Sports Running Shoes,557.0,1199.0,0.54,4.2,114.0,642.0
ASIAN STORM-12 Black Men's Sports Running Shoes,578.0,999.0,0.42,4.1,177.0,421.0
Campus STONIC Red  Men's Sports Running Shoes,963.0,1699.0,0.43,4.3,832.0,736.0
JQR - PROTEIN Black Men's Sports Running Shoes,622.0,1199.0,0.48,4.2,98.0,577.0
SCHOOZI Kizzer-45 Black Men's Sports Running Shoes,607.0,3499.0,0.83,3.7,40.0,2892.0
Campus REBEL Light Grey Men's Sports Running Shoes,1072.0,2599.0,0.59,4.5,26.0,1527.0
Action Sports Shoes For Men Gray Men's Sports Running Shoes,631.0,1899.0,0.67,4.2,4479.0,1268.0
Campus CORA White Men's Sports Running Shoes,909.0,2299.0,0.6,4.2,95.0,1390.0
Action Shoes Black Men's Sports Running Shoes,754.0,1899.0,0.6,4.2,5.0,1145.0
ASIAN POWERPLAY-01 Navy Men's Sports Running Shoes,951.0,2499.0,0.62,4.2,1750.0,1548.0
Campus - DUSK Black Men's Sports Running Shoes,683.0,1599.0,0.57,4.2,249.0,916.0
Cult Zephyr Green Men's Sports Running Shoes,1750.0,3689.0,0.53,4.4,56.0,1939.0
POWEREST Men's Walking Shoes Black Men's Sports Running Shoes,487.0,999.0,0.51,4.9,7.0,512.0
Campus KARP Black Men's Sports Running Shoes,909.0,2299.0,0.6,4.1,70.0,1390.0
Campus CANVA White Men's Sports Running Shoes,977.0,2199.0,0.56,4.3,109.0,1222.0
Aqualite Black Men's Sports Running Shoes,1049.0,1899.0,0.45,4.2,5.0,850.0
Campus - LUCIUS Gray Men's Sports Running Shoes,712.0,2199.0,0.68,4.3,110.0,1487.0
Aqualite Black Men's Sports Running Shoes,899.0,1399.0,0.36,4.2,5.0,500.0
Campus STREET-RUN Grey Men's Sports Running Shoes,807.0,2499.0,0.68,4.2,1365.0,1692.0
Cult Blaze Black Men's Sports Running Shoes,1484.0,3419.0,0.57,3.9,36.0,1935.0
ASIAN Futuer - 01 Gray Men's Sports Running Shoes,592.0,999.0,0.41,4.1,16708.0,407.0
Action - ATG 424 Sports Shoes Light Blue Men's Sports Running Shoes,631.0,1899.0,0.67,4.2,4479.0,1268.0
Aqualite Navy Men's Sports Running Shoes,899.0,1399.0,0.36,4.2,5.0,500.0
Aqualite Black Men's Sports Running Shoes,1275.0,1599.0,0.2,4.2,5.0,324.0
ASIAN  Navy  Men's Sports Running Shoes,854.0,1999.0,0.57,4.2,2867.0,1145.0
ASIAN CRYSTAL-13 Red Men's Sports Running Shoes,993.0,2499.0,0.6,4.2,741.0,1506.0
ASIAN NAVIGATOR-02 Black Men's Sports Running Shoes,841.0,2999.0,0.72,4.3,217.0,2158.0
PENNEN Black Men's Sports Running Shoes,341.0,999.0,0.66,3.4,26.0,658.0
Aqualite - Gray Men's Sports Running Shoes,599.0,649.0,0.08,3.0,2.0,50.0
ASIAN NAVIGATOR-01 Off White Men's Sports Running Shoes,868.0,2499.0,0.65,4.4,277.0,1631.0
ASIAN POWERPLAY-05 Dark Grey Men's Sports Running Shoes,820.0,2499.0,0.67,4.3,419.0,1679.0
Aqualite - Blue Men's Sports Running Shoes,1499.0,1499.0,0.0,4.2,5.0,0.0
Bata Black Men's Sports Running Shoes,869.0,999.0,0.13,4.2,5.0,130.0
ASIAN NAVIGATOR-01 White Men's Sports Running Shoes,868.0,2499.0,0.65,4.4,277.0,1631.0
ASIAN  Grey Men's Sports Running Shoes,854.0,1999.0,0.57,4.2,2867.0,1145.0
Campus HELIX PRO Blue Men's Sports Running Shoes,807.0,1699.0,0.53,4.4,126.0,892.0
ASIAN POWERPLAY-08 Olive Men's Sports Running Shoes,832.0,2499.0,0.67,4.0,115.0,1667.0
Campus DRIVO Gray Men's Sports Running Shoes,1012.0,2499.0,0.6,3.8,29.0,1487.0
Campus PORIUM White Men's Sports Running Shoes,977.0,1899.0,0.49,4.5,90.0,922.0
Campus CITY-RIDE Black Men's Sports Running Shoes,864.0,1699.0,0.49,4.1,1282.0,835.0
ASIAN POWERPLAY-05 White Men's Sports Running Shoes,820.0,2499.0,0.67,4.3,419.0,1679.0
Cult Zephyr Blue Men's Sports Running Shoes,1750.0,3689.0,0.53,4.4,56.0,1939.0
ASIAN BOSS-32 Dark Grey Men's Sports Running Shoes,954.0,1899.0,0.5,4.3,69.0,945.0
Bersache N-SPO-S-9198 Gray Men's Sports Running Shoes,1061.0,4999.0,0.79,4.1,121.0,3938.0
Campus - CAMP-GLACIER Light Grey Men's Sports Running Shoes,854.0,1399.0,0.39,4.3,317.0,545.0
Aqualite - Navy Men's Sports Running Shoes,899.0,899.0,0.0,4.2,5.0,0.0
Campus Blue Men's Sports Running Shoes,875.0,1699.0,0.48,4.1,1282.0,824.0
ASIAN BOSS-01 Dark Grey Men's Sports Running Shoes,1039.0,1599.0,0.35,4.3,148.0,560.0
Campus PORIUM Gray Men's Sports Running Shoes,977.0,1899.0,0.49,4.5,90.0,922.0
ASIAN - CRYSTAL-13 Gray Men's Sports Running Shoes,993.0,2499.0,0.6,4.2,2996.0,1506.0
JQR FLYING FURY-PLUS Off White Men's Sports Running Shoes,923.0,1599.0,0.42,4.9,8.0,676.0
Aqualite Black Men's Sports Running Shoes,1049.0,1899.0,0.45,5.0,1.0,850.0
Action White Men's Sports Running Shoes,1170.0,3199.0,0.63,4.4,314.0,2029.0
Cult GlaciusX Gray Men's Sports Running Shoes,1819.0,4999.0,0.64,3.7,28.0,3180.0
ASIAN OXYGEN-01 Navy Men's Sports Running Shoes,854.0,1999.0,0.57,4.1,951.0,1145.0
Campus HELIX PRO Black Men's Sports Running Shoes,807.0,1699.0,0.53,4.4,126.0,892.0
Aqualite Light Grey Men's Sports Running Shoes,899.0,1399.0,0.36,4.2,5.0,500.0
Campus STREET-RUN Gray Running Shoes,807.0,2499.0,0.68,4.2,226.0,1692.0
ASIAN  Navy  Men's Sports Running Shoes,993.0,2499.0,0.6,4.2,2996.0,1506.0
Trulite Guided-10 Gray Men's Sports Running Shoes,1351.0,2499.0,0.46,4.0,15.0,1148.0
Campus - ARTEMIS White Men's Sports Running Shoes,854.0,1899.0,0.55,4.3,978.0,1045.0
Liberty ROBIN-2E White Men's Sports Running Shoes,999.0,2699.0,0.63,3.8,13.0,1700.0
Campus DHOOM-2 Grey Men's Sports Running Shoes,1314.0,1699.0,0.23,4.3,4.0,385.0
Campus CITY-RIDE Navy Men's Sports Running Shoes,877.0,1699.0,0.48,4.1,1282.0,822.0
Campus DRAGON Black Men's Sports Running Shoes,973.0,2499.0,0.61,4.1,382.0,1526.0
ASIAN NAVIGATOR-02 Dark Grey Men's Sports Running Shoes,841.0,2999.0,0.72,4.3,217.0,2158.0
Bersache Sports Shoes White Men's Sports Running Shoes,1018.0,4999.0,0.8,4.0,70.0,3981.0
ASIAN QUANTUM-26 Silver Men's Sports Running Shoes,2399.0,2999.0,0.2,3.4,17.0,600.0
Aqualite - Blue Men's Sports Running Shoes,1499.0,1499.0,0.0,3.0,1.0,0.0
Campus FIRST Grey Men's Sports Running Shoes,943.0,1899.0,0.5,4.2,5770.0,956.0
Campus RAGE Black Men's Sports Running Shoes,1046.0,2699.0,0.61,4.5,54.0,1653.0
Clymb Gray Men's Sports Running Shoes,503.0,999.0,0.5,4.2,11.0,496.0
ASIAN TERMINATOR-08 Black Men's Sports Running Shoes,575.0,1299.0,0.56,4.2,62.0,724.0
Avant Storm Gray Men's Sports Running Shoes,907.0,1909.0,0.52,4.2,179.0,1002.0
Cult Versa Pulse Gray Men's Sports Running Shoes,1849.0,4999.0,0.63,4.2,17.0,3150.0
ASIAN  White  Men's Sports Running Shoes,857.0,1999.0,0.57,4.2,1026.0,1142.0
ASIAN EVEREST-01 Black Men's Sports Running Shoes,1280.0,1999.0,0.36,4.3,62.0,719.0
Campus CORA Gray Men's Sports Running Shoes,909.0,2299.0,0.6,4.0,5.0,1390.0
ASIAN FORTUNER-11 Black Men's Sports Running Shoes,801.0,1699.0,0.53,4.2,175.0,898.0
Campus MOLAR BLACK Men's Sports Running Shoes,807.0,1999.0,0.6,4.6,41.0,1192.0
Campus - PHANTOM Navy Men's Sports Running Shoes,827.0,2499.0,0.67,3.9,8.0,1672.0
Campus CRYSTA PRO Black Men's Sports Running Shoes,707.0,1499.0,0.53,4.2,71.0,792.0
Clymb White Men's Sports Running Shoes,550.0,2100.0,0.74,4.8,4.0,1550.0
Campus - Black Men's Sports Running Shoes,973.0,1899.0,0.49,4.2,561.0,926.0
ASIAN POWERPLAY-06 Black Men's Sports Running Shoes,841.0,2499.0,0.66,4.1,61.0,1658.0
Campus SLAKE Gray Men's Sports Running Shoes,677.0,1999.0,0.66,4.4,83.0,1322.0
Impakto White Men's Sports Running Shoes,1699.0,2999.0,0.43,4.4,22.0,1300.0
OFF LIMITS ROGER Off White Men's Sports Running Shoes,695.0,2499.0,0.72,4.3,87.0,1804.0
Campus BALLER Navy Men's Sports Running Shoes,875.0,1999.0,0.56,4.1,48.0,1124.0
OFF LIMITS NITRORUN Off White Men's Sports Running Shoes,1081.0,5999.0,0.82,5.0,7.0,4918.0
Campus OMAX Grey Men's Sports Running Shoes,807.0,1599.0,0.5,4.2,1287.0,792.0
Campus GALLAP White Men's Sports Running Shoes,2149.0,2149.0,0.0,4.4,55.0,0.0
Campus - CAMP KARL Gray Men's Sports Running Shoes,807.0,1599.0,0.5,4.3,110.0,792.0
HotStyle (tm) Black Men's Sports Running Shoes,512.0,2249.0,0.77,4.3,3.0,1737.0
OFF LIMITS GLADIATOR Blue Men's Sports Running Shoes,1081.0,5499.0,0.8,4.1,202.0,4418.0
ASIAN POWERPLAY-03 Black Men's Sports Running Shoes,830.0,2499.0,0.67,4.2,198.0,1669.0
ASIAN BOSS-02 Dark Grey Men's Sports Running Shoes,1024.0,1599.0,0.36,4.2,437.0,575.0
Action Mesh Slip On Blue Men's Sports Running Shoes,631.0,1899.0,0.67,4.2,4479.0,1268.0
ASIAN wind-04 Off White Men's Sports Running Shoes,603.0,1299.0,0.54,4.2,1159.0,696.0
Clymb ONUS MARKETING White Men's Sports Running Shoes,533.0,2100.0,0.75,4.0,30.0,1567.0
Liberty WATSON-1E Navy Blue Men's Sports Running Shoes,864.0,2199.0,0.61,4.3,21.0,1335.0
Cult Glide Walk Gray Men's Sports Running Shoes,1241.0,2619.0,0.53,3.9,12.0,1378.0
Bersache Black Men's Sports Running Shoes,742.0,1999.0,0.63,4.2,441.0,1257.0
Cult Flexora White Men's Sports Running Shoes,1241.0,2869.0,0.57,4.5,24.0,1628.0
Campus DRAFT Off White Men's Sports Running Shoes,875.0,1999.0,0.56,4.3,68.0,1124.0
Campus ABACUS Blue  Men's Sports Running Shoes,977.0,2299.0,0.58,4.3,795.0,1322.0
Avant RyderX Blue Men's Sports Running Shoes,719.0,1429.0,0.5,4.4,569.0,710.0
Campus EMERGE White Men's Sports Running Shoes,807.0,2299.0,0.65,4.5,8.0,1492.0
ASIAN TITAAN-01 White Men's Sports Running Shoes,732.0,2199.0,0.67,4.2,65.0,1467.0
Campus PLUSH White Men's Sports Running Shoes,785.0,2299.0,0.66,4.5,34.0,1514.0
Campus HYPE PRO Off White Men's Sports Running Shoes,984.0,3299.0,0.7,4.5,171.0,2315.0
Cult Nebula Beige Men's Sports Running Shoes,1849.0,4499.0,0.59,3.6,16.0,2650.0
Campus REMO Red  Men's Sports Running Shoes,796.0,1699.0,0.53,3.8,86.0,903.0
ASIAN RAFTAAR-07 Olive Men's Sports Running Shoes,702.0,1999.0,0.65,4.3,136.0,1297.0
Campus DRAFT Navy Men's Sports Running Shoes,875.0,1999.0,0.56,4.3,68.0,1124.0
PENNEN Blue Men's Sports Running Shoes,528.0,999.0,0.47,4.1,52.0,471.0
JQR JOYO-4 Black Men's Sports Running Shoes,959.0,1599.0,0.4,4.5,27.0,640.0
Clymb epic Navy Men's Sports Running Shoes,533.0,2100.0,0.75,3.7,81.0,1567.0
Campus - PROMOTE Dark Grey Men's Sports Running Shoes,1799.0,1799.0,0.0,4.3,20.0,0.0
ASIAN BOSS-32 Black Men's Sports Running Shoes,954.0,1899.0,0.5,4.3,69.0,945.0
Cult Fleeter Dark Grey Men's Sports Running Shoes,1443.0,3189.0,0.55,4.3,51.0,1746.0
Cult DynoFlex Light Grey Men's Sports Running Shoes,1124.0,2909.0,0.61,4.2,18.0,1785.0
ASIAN CRYSTAL-13 Beige Men's Sports Running Shoes,993.0,2499.0,0.6,4.2,741.0,1506.0
Campus - PHANTOM Gray Men's Sports Running Shoes,994.0,2499.0,0.6,4.0,23.0,1505.0
PENNEN Black Men's Sports Running Shoes,384.0,999.0,0.62,3.8,4.0,615.0
Campus MARGOT Light Grey Men's Sports Running Shoes,1709.0,2799.0,0.39,4.3,98.0,1090.0
Campus CONOR Gray Men's Sports Running Shoes,738.0,1999.0,0.63,4.0,35.0,1261.0
ASIAN  Black  Men's Sports Running Shoes,702.0,1899.0,0.63,4.1,388.0,1197.0
ASIAN MOONWALK-01 Black Men's Sports Running Shoes,550.0,999.0,0.45,4.2,554.0,449.0
ASIAN Black Men's Sports Running Shoes,578.0,999.0,0.42,4.3,686.0,421.0
OFF LIMITS GRIND Beige Men's Sports Running Shoes,1377.0,6999.0,0.8,4.2,39.0,5622.0
Campus DRAGON Red  Men's Sports Running Shoes,891.0,2499.0,0.64,4.1,860.0,1608.0
ASIAN Black Men's Sports Running Shoes,593.0,999.0,0.41,3.9,1834.0,406.0
OFF LIMITS REMUS Tan Men's Sports Running Shoes,1279.0,7999.0,0.84,3.9,62.0,6720.0
ASIAN RAFTAAR-16 Black Men's Sports Running Shoes,661.0,1999.0,0.67,4.4,32.0,1338.0
ASIAN RAFTAAR-07 Blue Men's Sports Running Shoes,702.0,1999.0,0.65,4.3,136.0,1297.0
Cult SprintMax White Men's Sports Running Shoes,1803.0,4299.0,0.58,4.2,5.0,2496.0
Cult FlowPro White Men's Sports Running Shoes,1803.0,4699.0,0.62,3.8,9.0,2896.0
Clymb PRIME Blue Men's Sports Running Shoes,533.0,999.0,0.47,3.6,17.0,466.0
Campus GALLAP Green Men's Sports Running Shoes,2149.0,2149.0,0.0,4.4,55.0,0.0
ASIAN DELTA-20 Dark Grey Men's Sports Running Shoes,686.0,1899.0,0.64,4.3,2635.0,1213.0
JK Port Sports Shoes for men Black Men's Sports Running Shoes,686.0,2999.0,0.77,4.1,806.0,2313.0
Campus PATRIK PRO Black  Men's Sports Running Shoes,704.0,1399.0,0.5,4.2,329.0,695.0
ASIAN Khaki Men's Sports Shoes,602.0,999.0,0.4,4.2,2098.0,397.0
Cult Flomo Navy Men's Sports Running Shoes,1472.0,4729.0,0.69,4.6,7.0,3257.0
ASIAN POWERPLAY-31 Dark Grey Men's Sports Running Shoes,841.0,2499.0,0.66,4.1,196.0,1658.0
Cult Versa Freeway Gray Men's Sports Running Shoes,1819.0,4499.0,0.6,4.5,8.0,2680.0
Cult Fleeter Black Men's Sports Running Shoes,1443.0,3189.0,0.55,4.3,51.0,1746.0
Campus Simon Pro Black Running Shoes,810.0,1499.0,0.46,4.1,106.0,689.0
ASIAN POWERPLAY-25 White Men's Sports Running Shoes,841.0,2499.0,0.66,4.2,80.0,1658.0
Campus CONOR Navy Men's Sports Running Shoes,766.0,1999.0,0.62,4.0,35.0,1233.0
Campus RELTO BLUE Men's Sports Running Shoes,943.0,2599.0,0.64,4.2,35.0,1656.0
Campus PLUNGE White Men's Sports Running Shoes,841.0,1999.0,0.58,4.1,17.0,1158.0
Campus Simon Pro Black Running Shoes,754.0,1499.0,0.5,3.8,125.0,745.0
Cult Hyperion Teal Men's Sports Running Shoes,1333.0,3009.0,0.56,4.4,42.0,1676.0
Clymb Blue Men's Sports Running Shoes,434.0,999.0,0.57,4.0,159.0,565.0
Campus ROYCE-2 Blue  Men's Sports Running Shoes,707.0,1499.0,0.53,4.2,1338.0,792.0
ASIAN EXPRESS-10 Light Grey Men's Sports Running Shoes,618.0,1499.0,0.59,4.2,1170.0,881.0
Campus PORIUM Gray Men's Sports Running Shoes,977.0,1899.0,0.49,4.2,10.0,922.0
Action Gray Men's Sports Running Shoes,883.0,2799.0,0.68,4.2,2425.0,1916.0
ASIAN BOSS-32 Beige Men's Sports Running Shoes,954.0,1899.0,0.5,4.3,69.0,945.0
Campus CAMP OWEN Blue Men's Sports Running Shoes,875.0,1899.0,0.54,4.2,142.0,1024.0
Action Breathable For Men Black Men's Sports Running Shoes,1170.0,3199.0,0.63,4.4,115.0,2029.0
Action Sports Shoes For Men Gray Men's Sports Running Shoes,797.0,2099.0,0.62,4.1,52.0,1302.0
ASIAN  Brown Men's Sports Running Shoes,579.0,999.0,0.42,4.0,157.0,420.0
Avant Vector White Men's Sports Running Shoes,894.0,1909.0,0.53,4.3,111.0,1015.0
Campus - PHANTOM White Men's Sports Running Shoes,827.0,2499.0,0.67,4.1,19.0,1672.0
Campus CANVA Black Men's Sports Running Shoes,977.0,2199.0,0.56,4.3,109.0,1222.0
Campus DRAFT Black Men's Sports Running Shoes,943.0,1999.0,0.53,4.3,68.0,1056.0
OFF LIMITS - WEMBLEY Black Men's Sports Running Shoes,883.0,3499.0,0.75,4.3,354.0,2616.0
ASIAN POWERPLAY-25 Olive Men's Sports Running Shoes,841.0,2499.0,0.66,4.2,80.0,1658.0
JQR  Multicolor Men's Sports Running Shoes,949.0,1899.0,0.5,4.3,185.0,950.0
PENNEN Black Men's Sports Running Shoes,354.0,999.0,0.65,3.7,3.0,645.0
GOLDSTAR White Running Shoes,468.0,999.0,0.53,4.1,100.0,531.0
ASIAN HYPERCUSHION-05 White Men's Sports Running Shoes,1649.0,2999.0,0.45,4.1,23.0,1350.0
Clymb White Men's Sports Running Shoes,513.0,999.0,0.49,3.5,10.0,486.0
Cult Flomo Gray Men's Sports Running Shoes,1443.0,4729.0,0.69,4.5,8.0,3286.0
ASIAN WIND-04 Navy Blue Men's Sports Running Shoes,603.0,1299.0,0.54,4.2,1159.0,696.0
DUCKINS DK-GALAXY-1 Black Black Men's Sports Running Shoes,457.0,1999.0,0.77,4.4,10.0,1542.0
ASIAN BOSS-21 Black Men's Sports Running Shoes,1066.0,1999.0,0.47,4.1,81.0,933.0
OFF LIMITS - KAIRO White Men's Sports Running Shoes,982.0,3999.0,0.75,3.9,50.0,3017.0
Action Sports Running Shoes Light Grey Men's Sports Running Shoes,1238.0,3399.0,0.64,4.4,25.0,2161.0
Avant SpartanX Gray Men's Sports Running Shoes,719.0,1429.0,0.5,4.4,569.0,710.0
Campus - CAMP-HUSTUN Black Men's Sports Running Shoes,807.0,2499.0,0.68,4.3,393.0,1692.0
KHADIM - Navy Men's Sports Running Shoes,399.0,749.0,0.47,4.4,43.0,350.0
Campus WENDIGO Navy Blue Men's Sports Running Shoes,738.0,1899.0,0.61,4.3,62.0,1161.0
Impakto - Orange Men's Sports Running Shoes,1009.0,3499.0,0.71,4.4,23.0,2490.0
PENNEN White Men's Sports Running Shoes,528.0,999.0,0.47,3.7,13.0,471.0
Campus Refresh Pro Blue Men's Sports Running Shoes,699.0,1399.0,0.5,4.2,1320.0,700.0
Clymb Black Men's Sports Running Shoes,515.0,999.0,0.48,3.7,15.0,484.0
Bersache Black Men's Sports Running Shoes,730.0,4999.0,0.85,4.2,148.0,4269.0
Campus BELGIUM PLUS White  Men's Sports Running Shoes,704.0,1699.0,0.59,4.3,34.0,995.0
Cult Blaze Teal Men's Sports Running Shoes,1513.0,3419.0,0.56,3.9,36.0,1906.0
BXXY Long Socks Shoes Black Running Shoes,1048.0,1999.0,0.48,3.5,8.0,951.0
VCTR Airlite ARL01 Navy Men's Sports Running Shoes,893.0,3999.0,0.78,4.0,9.0,3106.0
Campus KARP Navy Men's Sports Running Shoes,909.0,2299.0,0.6,4.2,71.0,1390.0
ASIAN BOSS-32 Olive Men's Sports Running Shoes,954.0,1899.0,0.5,4.3,69.0,945.0
Campus MARVRICK White Men's Sports Running Shoes,761.0,2499.0,0.7,4.5,120.0,1738.0
OFF LIMITS SPEED CAT Green Men's Sports Running Shoes,982.0,2799.0,0.65,4.2,98.0,1817.0
hotstyle Gray Men's Sports Running Shoes,556.0,2249.0,0.75,4.3,3.0,1693.0
ASIAN  Grey Men's Sports Running Shoes,857.0,1999.0,0.57,4.2,1026.0,1142.0
Campus COIL PRO Navy Men's Sports Running Shoes,1227.0,3499.0,0.65,4.3,57.0,2272.0
ASIAN BOSS-02 Brown Men's Sports Running Shoes,1024.0,1599.0,0.36,4.2,437.0,575.0
Avant Softride White Men's Sports Running Shoes,612.0,999.0,0.39,4.2,227.0,387.0
Cult Versa Pulse Black Men's Sports Running Shoes,1849.0,4999.0,0.63,4.2,17.0,3150.0
ASIAN POWERPLAY-29 Maroon Men's Sports Running Shoes,1299.0,2499.0,0.48,4.3,299.0,1200.0
Campus - MADRIAN Navy Men's Sports Running Shoes,738.0,1699.0,0.57,4.0,24.0,961.0
ASIAN  Blue  Men's Sports Running Shoes,702.0,1899.0,0.63,4.1,388.0,1197.0
ASIAN FORTUNER-11 Navy Men's Sports Running Shoes,801.0,1699.0,0.53,4.2,175.0,898.0
Campus CANVA Dark Grey Men's Sports Running Shoes,977.0,2199.0,0.56,4.3,109.0,1222.0
Clymb INDUS Black Men's Sports Running Shoes,466.0,999.0,0.53,4.2,22.0,533.0
OFF LIMITS HACHIKO Multicolor Men's Sports Running Shoes,695.0,3299.0,0.79,4.3,363.0,2604.0
Campus RELTO WHITE Men's Sports Running Shoes,943.0,2599.0,0.64,4.2,35.0,1656.0
JQR RTGS PLUS Black Men's Sports Running Shoes,999.0,1899.0,0.47,4.1,77.0,900.0
Campus BRAIL PRO Dark Grey Men's Sports Running Shoes,1017.0,2499.0,0.59,4.0,52.0,1482.0
Bersache Multicolor Men's Sports Running Shoes,994.0,4999.0,0.8,3.5,48.0,4005.0
ASIAN TITAAN-03 White Men's Sports Running Shoes,732.0,1999.0,0.63,4.3,137.0,1267.0
ASIAN Black Men's Sports Running Shoes,575.0,999.0,0.42,3.7,55.0,424.0
Campus CAMP KRIPTO White  Men's Sports Running Shoes,1220.0,1699.0,0.28,4.4,250.0,479.0
ASIAN QUANTUM-21 Black Men's Sports Running Shoes,2639.0,3299.0,0.2,4.6,5.0,660.0
GOLDSTAR Black Running Shoes,468.0,999.0,0.53,4.1,100.0,531.0
Avant Trigger Black Men's Sports Running Shoes,580.0,949.0,0.39,4.2,137.0,369.0
GOLDSTAR Black Running Shoes,1201.0,2198.0,0.45,4.4,51.0,997.0
Campus VACUM White  Men's Sports Running Shoes,807.0,1399.0,0.42,4.2,516.0,592.0
JQR DRIFT-PLUS Off White Men's Sports Running Shoes,880.0,3499.0,0.75,4.5,30.0,2619.0
OFF LIMITS DEREK Black Men's Sports Running Shoes,695.0,3999.0,0.83,4.0,12.0,3304.0
ASIAN POWERPLAY-08 Navy Men's Sports Running Shoes,832.0,2499.0,0.67,4.0,115.0,1667.0
Campus CAMP OWEN Navy Blue Men's Sports Running Shoes,875.0,1899.0,0.54,4.2,142.0,1024.0
Campus RAGE Blue Men's Sports Running Shoes,807.0,2699.0,0.7,4.5,24.0,1892.0
ASIAN WIND-04 Blue Men's Sports Running Shoes,603.0,1299.0,0.54,4.2,1159.0,696.0
Action Sports Running Shoes White Men's Sports Running Shoes,1170.0,3799.0,0.69,3.6,32.0,2629.0
ASIAN BOSS-21 Beige Men's Sports Running Shoes,1066.0,1999.0,0.47,4.1,81.0,933.0
ASIAN QUANTUM-21 Cream Men's Sports Running Shoes,2639.0,3299.0,0.2,4.6,5.0,660.0
